Date,Open,High,Low,Close,Volume,Turnover (Rs. Cr)
2016-07-29,10916.9,10952.75,10871.95,10913.3,10417913,1068.66
2016-08-01,10917.7,11149.55,10913.5,11139.05,16985063,1673.4
2016-08-02,11129.45,11231.95,11112.45,11179,17569285,1524.1
2016-08-03,11307.05,11307.05,11143.1,11181.4,20039262,1795.72
2016-08-04,11226.45,11229.05,11128.65,11148.45,8136329,748.9
2016-08-05,11177.35,11226.5,11091.8,11137.05,10253491,955.94
2016-08-08,11136.1,11205,11122.15,11197.2,11939491,1030.31
2016-08-09,11207.7,11214.95,11128.95,11198,11050924,1068.51
2016-08-10,11184.25,11202.2,11152.1,11175.9,11234996,1009.64
2016-08-11,11173.3,11254.2,11170.6,11222.2,9725914,956.81
2016-08-12,11218.7,11302.4,11153.45,11173.4,12677589,1173.2
2016-08-16,11121.95,11136.05,10955.65,10993.55,20601765,1914.92
2016-08-17,10992.95,10993.95,10790.6,10808.75,18045681,1341.98
2016-08-18,10855.55,10887.75,10765.95,10783.5,12057371,1087.66
2016-08-19,10807.3,10873.15,10721.9,10727.6,12486590,1065.17
2016-08-22,10704.65,10728.8,10568.45,10593.2,11859697,1135.12
2016-08-23,10610.4,10790.85,10599.55,10767.1,10969968,955.63
2016-08-24,10792.95,10845.7,10753.25,10786.35,9244092,790.47
2016-08-25,10824.75,10826.15,10649.7,10665.65,18239899,1313.2
2016-08-26,10680.3,10717.65,10495.2,10523.05,13551428,1039.67
2016-08-29,10548.95,10548.95,10329.45,10385.35,13822195,1014.79
2016-08-30,10422.65,10585.1,10411.75,10572.3,12600693,956.6
2016-08-31,10593.75,10654.2,10496.3,10546.1,16159602,1521.52
2016-09-01,10570.1,10583.3,10499.6,10533.25,8952600,719.48
2016-09-02,10549.35,10555.7,10482.7,10528.35,8173693,703.72
2016-09-06,10524.05,10558.35,10505.6,10545.3,15984697,1292.76
2016-09-07,10605.85,10643.5,10468.75,10499.9,15598656,1423.03
2016-09-08,10349.75,10349.75,10159.7,10240.5,19920113,1942.71
2016-09-09,10253.75,10356.05,10217.1,10291.9,11730346,1010.41
2016-09-12,10194.65,10413.3,10182.25,10374.95,12401851,1045.41
2016-09-14,10400.3,10440.15,10291.35,10302.85,11040797,927.96
2016-09-15,10340.25,10341.2,10255.55,10289.5,9601439,883.69
2016-09-16,10347.5,10439.1,10285.8,10399.25,16541994,1560.03
2016-09-19,10386.2,10531.6,10353.65,10463.4,12370671,1100.06
2016-09-20,10469.2,10469.2,10387.25,10426.7,9119056,727.22
2016-09-21,10450.45,10485.85,10425.9,10456.5,10100721,816.53
2016-09-22,10508.2,10511.65,10376.05,10397.15,9854317,886.7
2016-09-23,10426.1,10446.9,10376.8,10391.05,12173246,993.4
2016-09-26,10382,10390.15,10314.6,10330,10774105,921.78
2016-09-27,10324.7,10425.5,10322.5,10397,12270567,1021.44
2016-09-28,10402.2,10418.75,10335.65,10360.45,9865164,841.85
2016-09-29,10410.65,10412.6,10228.05,10257.8,21656504,1704.04
2016-09-30,10300.35,10336.8,10279.85,10292.3,14445499,1127.06
2016-10-03,10331.15,10340.3,10239.95,10309.85,9457289,770.94
2016-10-04,10347.1,10403.25,10328.55,10394.3,11593100,909.15
2016-10-05,10405.65,10418.7,10287.4,10333.35,8507322,574.69
2016-10-06,10353.9,10354.6,10229.9,10242.45,10270123,835.08
2016-10-07,10253.05,10254.05,10146,10184.25,9585050,802.23
2016-10-10,10193.05,10285.15,10160.45,10270.95,7733808,680.96
2016-10-13,10218.5,10296.8,10196.95,10243.75,18099251,1666
2016-10-14,10239.2,10442,10116.7,10228.65,33012040,3224.22
2016-10-17,10268.65,10270.25,10140.55,10158.75,13343414,1100.25
2016-10-18,10202.55,10397.15,10191.65,10377.15,18378306,1222.48
2016-10-19,10397.3,10433.75,10338.15,10411.1,16981044,1096.03
2016-10-20,10431.5,10464.2,10357.5,10372.95,14202020,844.89
2016-10-21,10408.65,10483.45,10376.95,10477.1,17804005,1207.49
2016-10-24,10445.35,10448,10317.4,10327.65,14554645,917.56
2016-10-25,10322.7,10331.85,10254.05,10261.4,14983936,1076.83
2016-10-26,10253.4,10254.55,10128.6,10157.35,11263723,802.43
2016-10-27,10130.8,10130.8,10027.25,10052.85,18671691,1503.07
2016-10-28,10088.05,10119.25,10032.5,10048.4,24655817,1592.9
2016-10-30,10086.6,10111.45,10073.85,10082.7,1431970,98.13
2016-11-01,10109.2,10109.2,9969.8,9990.6,13418188,1119.6
2016-11-02,9903.8,9933.55,9861.15,9871.25,12161987,965.93
2016-11-03,9868.35,9886.65,9793.85,9809.75,10977148,834.92
2016-11-04,9813.45,9940.1,9736.75,9924.05,18414597,1205.33
2016-11-07,9997.1,10034.15,9920.95,9970,16797953,1205.28
2016-11-08,9996.2,10045.5,9891,10008.4,14174311,1002.3
2016-11-09,9467.65,9826.35,9320.95,9683.25,21456312,1752.93
2016-11-10,9803.2,9813.15,9636.15,9654.75,13296041,1061.1
2016-11-11,9615.85,9633.3,9391.55,9434.6,13296849,1083.89
2016-11-15,9478.5,9565.85,9295.25,9487,27234569,2093.69
2016-11-16,9559.15,9724.7,9543.2,9641,23586542,1793.51
2016-11-17,9608.95,9678.75,9476.1,9496.2,12929942,1013.99
2016-11-18,9497.8,9560.9,9419.6,9476.45,10571616,851.64
2016-11-21,9500,9553.7,9430.4,9453.75,12187155,918.52
2016-11-22,9492.35,9566.7,9471.2,9509.45,10320661,729.6
2016-11-23,9559.1,9571.55,9484.45,9549.85,11234249,863.09
2016-11-24,9561.4,9726.5,9518.9,9656.25,18981651,1659.09
2016-11-25,9709.15,10140.65,9696.65,10114.9,21789062,2030.86
2016-11-28,10126.7,10171.8,10001.5,10106.2,12490536,1063.28
2016-11-29,10099.65,10149.8,10043.2,10059.6,9368688,770.16
2016-11-30,10086.55,10139.95,10011.45,10087.65,14229629,1285.79
2016-12-01,10090,10108.8,10002.4,10049.75,9518941,748.71
2016-12-02,10018.15,10061.2,9898.9,9922.75,9513403,842.57
2016-12-05,9908.3,9946.9,9778.95,9836,8242545,749.7
2016-12-06,9850.9,9946.75,9808.35,9834.95,7018872,646.8
2016-12-07,9865.65,9871.7,9764.2,9777.9,8046891,722.42
2016-12-08,9819.9,9947.4,9819.65,9935.9,9564747,945.64
2016-12-09,9961.95,10059.95,9925.85,9997.5,12004522,1031.46
2016-12-12,9960.3,9971.25,9846.2,9953.9,8348374,818.79
2016-12-13,9983.7,10082.15,9929.85,10058.65,10363616,887.47
2016-12-14,10091.55,10150.95,10044.15,10128.95,11850616,929.55
2016-12-15,10099.05,10299.8,10091.6,10195.75,16986840,1494.02
2016-12-16,10265.65,10268.7,10188.25,10222.95,10931162,927.61
2016-12-19,10213.45,10234.05,10153.8,10223.65,7460302,635.93
2016-12-20,10239.85,10352.65,10224.45,10322.85,11510080,1100.56
2016-12-21,10357.3,10357.3,10207.25,10228.25,9569302,878.26
2016-12-22,10210.25,10251.2,10084.25,10163,9432930,865.34
2016-12-23,10162.4,10187.25,10048.85,10071.05,9770830,837.99
2016-12-26,10028.9,10065.75,9979.6,10023.3,5510950,444.6
2016-12-27,9997,10188.65,9994.95,10170.7,7812402,646.58
2016-12-28,10203.85,10301.1,10177.4,10198.6,10320156,810.25
2016-12-29,10194.15,10314.35,10183.4,10291.85,13889741,1097.08
2016-12-30,10325.35,10416.6,10304.65,10399.25,9966961,862.4
